Serial number,Time (UTC),Datum ID,Session ID,Data format version,Firmware version,App version,Timezone offset (mins),Date local (yyyy/MM/dd),Time local (hh:mm:ss),GPS lat (ddmm.mmmmm),GPS long (dddmm.mmmmm),GPS speed (km/h),GPS sat count,Timebase (s),Status,Battery remaining (%),Accel X,Accel Y,Accel Z,Tape position,Flow setpoint (mL/min),Flow total (mL/min),Flow1 (mL/min),Flow2 (mL/min),Sample temp (C),Sample RH (%),Sample dewpoint (C),Internal pressure (Pa),Internal temp (C),Optical config,UV Sen1,UV Sen2,UV Ref,UV ATN1,UV ATN2,UV K,Blue Sen1,Blue Sen2,Blue Ref,Blue ATN1,Blue ATN2,Blue K,Green Sen1,Green Sen2,Green Ref,Green ATN1,Green ATN2,Green K,Red Sen1,Red Sen2,Red Ref,Red ATN1,Red ATN2,Red K,IR Sen1,IR Sen2,IR Ref,IR ATN1,IR ATN2,IR K,UV BC1,UV BC2,UV BCc,Blue BC1,Blue BC2,Blue BCc,Green BC1,Green BC2,Green BCc,Red BC1,Red BC2,Red BCc,IR BC1,IR BC2,IR BCc,Readable status
MA350-0238,2022-04-12T12:36:01Z,26303,12,1,1.1,1.4,0,2022-04-12,12:36:01 PM,0,0,0,0,60,64,100,-25757,-100,-1900,3,100,99.92,54.98,44.94,35.85,16.1,6.24,76136,36.31,DUALSPOT-UV-BLUE-GREEN-RED-IR,742383,627682,931057,22.933338,18.68531,-0.000748,767243,794746,833980,18.094848,14.851818,-0.002053,777002,819318,856936,15.777549,12.883187,0.006476,785846,817954,901106,12.945249,10.465914,-0.00626,675053,776605,945596,9.399937,7.42795,-0.029868,4767,4752,4687,4845,4814,4672,4660,4757,5190,5004,4932,4629,4801,4580,3748,NA
MA350-0238,2022-04-12T12:37:01Z,26304,12,1,1.1,1.4,0,2022-04-12,12:37:01 PM,0,0,0,0,60,64,100,-25753,-96,-1882,3,100,99.61,55.18,44.43,35.82,16.2,6.24,76136,36.31,DUALSPOT-UV-BLUE-GREEN-RED-IR,741838,627293,931055,23.012436,18.753574,0.012162,767103,794653,834360,18.159604,14.90989,0.021412,777079,819451,857523,15.835544,12.935093,0.023914,792393,824781,909015,12.99172,10.50624,0.022251,674574,776071,945220,9.432652,7.45739,0.038148,4209,4512,5845,4349,4844,7117,4362,4849,7021,4224,4553,5942,4140,4628,6468,NA
MA350-0238,2022-04-12T12:38:01Z,26305,12,1,1.1,1.4,0,2022-04-12,12:38:01 PM,0,0,0,0,60,64,100,-25775,-92,-1900,3,100,100.23,55.01,45.22,35.8,16.2,6.22,76136,36.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,741096,626719,930776,23.077388,18.813236,0.016839,766420,793972,834032,18.210612,14.955861,0.019245,774567,816841,855123,15.881292,12.975044,0.016007,790966,823321,907718,13.029291,10.541404,0.03228,673647,775026,944116,9.458412,7.480959,0.037105,3467,3874,5671,3436,3768,5291,3452,3667,4628,3425,3900,5912,3270,3640,5039,NA
MA350-0238,2022-04-12T12:39:01Z,26306,12,1,1.1,1.4,0,2022-04-12,12:39:01 PM,0,0,0,0,60,64,100,-25748,-70,-1881,3,100,100.25,55.41,44.84,35.77,16.2,6.2,76140,36.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,740107,625949,930146,23.144062,18.87265,0.015309,764885,792439,832799,18.262982,15.002768,0.020508,774302,816613,855243,15.926537,13.017633,0.029638,790702,823104,907786,13.067303,10.574922,0.024483,673644,775042,944383,9.485264,7.504734,0.032784,3533,3891,5472,3503,3877,5600,3389,3942,6419,3441,3749,5060,3384,3703,4912,NA
MA350-0238,2022-04-12T12:40:01Z,26307,12,1,1.1,1.4,0,2022-04-12,12:40:01 PM,0,0,0,0,60,64,100,-25774,-111,-1900,3,100,100.32,54.83,45.49,35.75,16.2,6.19,76140,36.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,739022,625045,929294,23.201726,18.921478,0.004365,771175,799008,840079,18.311146,15.043868,0.00757,773049,815309,854195,15.969388,13.053646,0.004207,790163,822580,907472,13.1024,10.603943,-0.001289,673398,774801,944268,9.508846,7.524038,-0.007082,3088,3152,3436,3255,3349,3779,3244,3286,3477,3210,3200,3157,3003,2964,2814,NA
MA350-0238,2022-04-12T12:41:01Z,26308,12,1,1.1,1.4,0,2022-04-12,12:41:01 PM,0,0,0,0,60,64,100,-25755,-114,-1896,3,100,100.08,54.95,45.13,35.73,16.2,6.17,76144,36.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,737764,624049,928267,23.258896,18.971596,0.011524,770266,798107,839470,18.357306,15.084435,0.015377,772099,814350,853501,16.010218,13.089359,0.016431,788269,820669,905630,13.137166,10.633431,0.011189,672265,773525,942912,9.532604,7.544657,0.022449,3055,3261,4174,3113,3332,4338,3084,3285,4185,3173,3277,3720,3019,3191,3842,NA
MA350-0238,2022-04-12T12:42:01Z,26309,12,1,1.1,1.4,0,2022-04-12,12:42:01 PM,0,0,0,0,60,64,100,-25757,-94,-1900,3,100,100.4,55.24,45.16,35.71,16.2,6.15,76140,36.19,DUALSPOT-UV-BLUE-GREEN-RED-IR,737480,623877,928466,23.320426,19.023026,0.00466,770046,797931,839613,18.405802,15.125644,0.009849,777190,819773,859520,16.054399,13.126372,0.007449,787235,819644,904759,13.173451,10.664759,0.017274,671707,772907,942364,9.558006,7.565626,0.004695,3271,3344,3670,3254,3382,3974,3320,3402,3771,3295,3480,4265,3211,3243,3362,NA
MA350-0238,2022-04-12T12:43:01Z,26310,12,1,1.1,1.4,0,2022-04-12,12:43:01 PM,0,0,0,0,60,64,100,-25728,-78,-1917,3,100,99.87,54.91,44.96,35.68,16.2,6.13,76136,36.19,DUALSPOT-UV-BLUE-GREEN-RED-IR,736688,623262,928092,23.38511,19.078872,0.009768,768342,796234,838227,18.455244,15.169643,0.017784,776729,819347,859391,16.09898,13.164975,0.014925,787510,819949,905401,13.210613,10.697542,0.021914,671774,773038,942724,9.583782,7.586225,-0.013503,3459,3648,4483,3337,3627,4967,3370,3564,4435,3394,3657,4778,3278,3200,2903,NA
MA350-0238,2022-04-12T12:44:01Z,26311,12,1,1.1,1.4,0,2022-04-12,12:44:01 PM,0,0,0,0,60,64,100,-25789,-100,-1860,3,100,99.79,55.02,44.77,35.67,16.1,6.08,76140,36.19,DUALSPOT-UV-BLUE-GREEN-RED-IR,735227,622107,926905,23.45582,19.13945,0.009518,767315,795226,837539,18.514014,15.218886,0.007736,775122,817726,858041,16.149786,13.207496,0.008393,786516,818967,904644,13.253094,10.730851,-0.017812,671166,772366,942142,9.613762,7.61235,0.026445,3774,3973,4858,3959,4076,4620,3833,3942,4434,3872,3732,3133,3805,4075,5103,NA
MA350-0238,2022-04-12T12:45:01Z,26312,12,1,1.1,1.4,0,2022-04-12,12:45:01 PM,0,0,0,0,60,64,100,-25739,-89,-1897,3,100,100.1,54.87,45.22,35.65,16.1,6.05,76140,36.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,740069,626279,933984,23.557218,19.225006,0.004877,766261,794253,837155,18.597322,15.289269,0.006669,775581,818348,859274,16.224384,13.269732,0.003919,784756,817258,903219,13.314485,10.782021,0.004254,670443,771628,941589,9.659405,7.647663,-0.043061,5426,5556,6130,5627,5769,6424,5643,5713,6026,5612,5676,5948,5809,5454,4103,NA
MA350-0238,2022-04-12T12:46:01Z,26313,12,1,1.1,1.4,0,2022-04-12,12:46:01 PM,0,0,0,0,60,64,100,-25755,-114,-1888,3,100,99.86,55.05,44.81,35.63,16.1,6.04,76136,36.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,733179,620597,926532,23.688752,19.33638,0.007602,765423,793500,837118,18.704154,15.380351,0.011281,772896,815592,857068,16.319643,13.350333,0.010953,783084,815607,902006,13.395022,10.848705,0.006234,669564,770711,940890,9.717594,7.694717,-0.003295,7016,7299,8557,7192,7534,9116,7182,7467,8746,7338,7465,8007,7382,7334,7153,NA
MA350-0238,2022-04-12T12:47:01Z,26314,12,1,1.1,1.4,0,2022-04-12,12:47:01 PM,0,0,0,0,60,64,100,-25757,-100,-1939,3,100,100,54.87,45.13,35.6,16.1,6.02,76140,36.13,DUALSPOT-UV-BLUE-GREEN-RED-IR,737239,624172,932974,23.831694,19.455582,0.002983,762257,790360,834619,18.82454,15.481194,0.005038,772413,815263,857477,16.426464,13.438658,0.001772,781515,814107,901015,13.485644,10.923573,0.001761,668835,769947,940463,9.783184,7.748302,-0.003324,7650,7757,8235,8132,8283,8984,8081,8125,8323,8284,8322,8486,8348,8294,8085,NA
MA350-0238,2022-04-12T12:48:01Z,26315,12,1,1.1,1.4,0,2022-04-12,12:48:01 PM,0,0,0,0,60,64,100,-25759,-86,-1910,3,100,100.01,54.81,45.2,35.58,16.1,5.96,76140,36.06,DUALSPOT-UV-BLUE-GREEN-RED-IR,736217,623373,932615,23.93393,19.546864,0.012981,762394,790559,835477,18.908606,15.557823,0.019707,772289,815157,857918,16.500807,13.508002,0.025417,782106,814736,902236,13.548704,10.982367,0.030106,668620,769710,940579,9.827457,7.789064,0.036569,5478,5930,7947,5685,6284,9062,5630,6368,9698,5771,6525,9748,5642,6299,8807,NA
MA350-0238,2022-04-12T12:49:01Z,26316,12,1,1.1,1.4,0,2022-04-12,12:49:01 PM,0,0,0,0,60,64,100,-25740,-92,-1896,3,100,100.13,55.28,44.85,35.57,16.1,5.95,76144,36.06,DUALSPOT-UV-BLUE-GREEN-RED-IR,734929,622364,931841,24.023644,19.62218,0.006665,761388,789603,835007,18.983172,15.621601,0.01238,769844,812645,855785,16.566059,13.562944,0.010451,787141,820058,908545,13.60323,11.027311,0.005769,667935,768988,940003,9.867733,7.821014,-0.012072,4765,4932,5674,4999,5271,6535,4899,5085,5925,4947,5027,5369,5088,4976,4546,NA
MA350-0238,2022-04-12T12:50:01Z,26317,12,1,1.1,1.4,0,2022-04-12,12:50:01 PM,0,0,0,0,60,64,100,-25771,-82,-1889,3,100,100.11,55.09,45.03,35.56,16,5.91,76144,36.06,DUALSPOT-UV-BLUE-GREEN-RED-IR,734727,622263,932362,24.110296,19.694714,0.004829,760769,789084,834933,19.0537,15.67891,-0.001779,770069,812956,856532,16.628784,13.614689,0.002947,785888,818841,907611,13.656161,11.070705,0.001165,672356,774150,946564,9.905651,7.85194,-0.001043,4619,4730,5228,4745,4717,4589,4726,4770,4970,4819,4834,4897,4807,4797,4758,NA
MA350-0238,2022-04-12T12:51:01Z,26318,12,1,1.1,1.4,0,2022-04-12,12:51:01 PM,0,0,0,0,60,64,100,-25753,-100,-1900,3,100,100.13,55.25,44.89,35.54,16,5.89,76140,36.06,DUALSPOT-UV-BLUE-GREEN-RED-IR,733437,621253,931438,24.187318,19.761094,0.01029,759219,787496,833696,19.1148,15.732909,0.017333,768768,811689,855580,16.684647,13.662477,0.01353,785898,818925,908016,13.701878,11.110205,0.018307,672175,773983,946617,9.938076,7.878982,0.011371,4094,4342,5451,4099,4458,6130,4197,4419,5421,4151,4414,5541,4099,4207,4621,NA
MA350-0238,2022-04-12T12:52:01Z,26319,12,1,1.1,1.4,0,2022-04-12,12:52:01 PM,0,0,0,0,60,64,100,-25728,-103,-1900,3,100,99.9,55.3,44.6,35.53,16,5.89,76140,36,DUALSPOT-UV-BLUE-GREEN-RED-IR,732196,620250,930569,24.263446,19.82529,0.008238,765575,794215,841250,19.17832,15.785901,0.008511,768384,811337,855640,16.738523,13.708466,0.01458,785228,818266,907629,13.747047,11.147261,0.00609,671378,773125,945829,9.970886,7.905639,0.003494,4042,4227,5052,4257,4404,5088,4044,4280,5349,4097,4168,4471,4144,4175,4293,NA
MA350-0238,2022-04-12T12:53:01Z,26320,12,1,1.1,1.4,0,2022-04-12,12:53:01 PM,0,0,0,0,60,64,100,-25767,-100,-1921,3,100,99.99,55.26,44.73,35.51,16,5.87,76144,36,DUALSPOT-UV-BLUE-GREEN-RED-IR,730429,618906,929637,24.401662,19.941314,0.006893,763877,792585,840318,19.289208,15.880797,0.012671,765614,808534,853420,16.839364,13.793422,0.010916,783019,816114,905914,13.832623,11.218,0.007271,670486,772177,945135,10.031345,7.954971,0.003685,7345,7617,8831,7438,7863,9844,7575,7883,9281,7768,7932,8637,7642,7703,7935,NA
MA350-0238,2022-04-12T12:54:01Z,26321,12,1,1.1,1.4,0,2022-04-12,12:54:01 PM,0,0,0,0,60,64,100,-25778,-103,-1878,3,100,99.82,55.23,44.59,35.5,16,5.86,76140,36,DUALSPOT-UV-BLUE-GREEN-RED-IR,730277,618881,930464,24.515476,20.03611,0.006004,763655,792490,840876,19.385096,15.959972,0.005851,766328,809418,854921,16.923588,13.862445,0.004512,782223,815366,905611,13.904623,11.27739,0.007369,670366,772097,945460,10.084454,7.996698,-0.014824,6051,6242,7096,6435,6580,7258,6330,6425,6853,6539,6680,7286,6716,6535,5842,NA
MA350-0238,2022-04-12T12:55:01Z,26322,12,1,1.1,1.4,0,2022-04-12,12:55:01 PM,0,0,0,0,60,64,100,-25737,-82,-1858,3,100,99.89,55.25,44.64,35.48,16,5.83,76136,36,DUALSPOT-UV-BLUE-GREEN-RED-IR,728737,617688,929430,24.608972,20.116158,0.010014,761009,789821,838606,19.459824,16.025122,0.015901,764998,808084,853994,16.99014,13.920492,0.017993,780901,814067,904595,13.960299,11.324494,0.014323,669663,771346,944871,10.125568,8.031767,0.020964,4969,5266,6595,5013,5409,7259,5000,5398,7202,5055,5293,6318,5197,5487,6598,NA
MA350-0238,2022-04-12T12:56:01Z,26323,12,1,1.1,1.4,0,2022-04-12,12:56:01 PM,0,0,0,0,60,64,100,-25746,-121,-1903,3,100,99.86,54.88,44.98,35.47,16,5.82,76140,36,DUALSPOT-UV-BLUE-GREEN-RED-IR,727297,616569,928627,24.721162,20.212554,0.008453,760404,789320,838753,19.554088,16.104639,0.007231,769564,813040,859868,17.075622,13.990083,-0.002319,780250,813495,904535,14.030482,11.382781,0.004635,668816,770468,944200,10.176308,8.072235,-0.014786,6004,6293,7590,6367,6552,7415,6466,6421,6220,6415,6499,6861,6458,6283,5613,NA
MA350-0238,2022-04-12T12:57:01Z,26324,12,1,1.1,1.4,0,2022-04-12,12:57:01 PM,0,0,0,0,60,64,100,-25735,-125,-1882,3,100,99.79,54.98,44.81,35.45,16,5.81,76140,35.94,DUALSPOT-UV-BLUE-GREEN-RED-IR,726066,615650,928110,24.83665,20.309746,0.006126,759537,788526,838550,19.649362,16.183939,0.005506,767218,810649,857940,17.159354,14.061362,0.011552,779054,812350,903730,14.102222,11.440385,-0.00598,668165,769787,943725,10.228256,8.113643,-0.011555,6168,6370,7275,6422,6560,7202,6321,6603,7884,6545,6449,6036,6599,6455,5901,NA
MA350-0238,2022-04-12T12:58:01Z,26325,12,1,1.1,1.4,0,2022-04-12,12:58:01 PM,0,0,0,0,60,64,100,-25746,-96,-1882,3,100,100.29,55.13,45.15,35.43,16,5.76,76136,35.94,DUALSPOT-UV-BLUE-GREEN-RED-IR,725594,615360,928440,24.937892,20.391284,-0.004015,759352,788434,839052,19.733664,16.252735,-0.001047,766722,810275,858045,17.234828,14.121974,-0.007,777815,811169,902863,14.166504,11.492198,-0.006457,667593,769228,943367,10.275272,8.14995,-0.037131,5392,5303,4901,5667,5647,5552,5682,5572,5070,5848,5756,5358,5956,5616,4311,NA
MA350-0238,2022-04-12T12:59:01Z,26326,12,1,1.1,1.4,0,2022-04-12,12:59:01 PM,0,0,0,0,60,64,100,-25757,-82,-1871,3,100,100.13,55.08,45.05,35.42,15.9,5.72,76132,35.94,DUALSPOT-UV-BLUE-GREEN-RED-IR,724743,614674,928035,25.016498,20.462944,0.015445,757481,786534,837512,19.796564,16.310143,0.02005,766744,810308,858519,17.290832,14.173301,0.023181,778017,811416,903518,14.214017,11.534956,0.02444,667783,769434,943939,10.310162,8.183174,0.043006,4191,4671,6830,4232,4723,7018,4220,4729,7043,4327,4761,6630,4424,5151,7948,NA
MA350-0238,2022-04-12T13:00:01Z,26327,12,1,1.1,1.4,0,2022-04-12,1:00:01 PM,0,0,0,0,60,64,100,-25753,-92,-1892,3,100,99.91,55.17,44.74,35.4,15.9,5.7,76132,35.94,DUALSPOT-UV-BLUE-GREEN-RED-IR,723045,613331,926543,25.08463,20.518734,0.002045,756981,786100,837434,19.85283,16.357002,0.006716,765087,808626,857098,17.340148,14.213928,0.004694,777327,810763,903097,14.255459,11.568466,-0.001052,667029,768628,943194,10.339996,8.206093,-0.033108,3626,3662,3822,3780,3882,4361,3710,3769,4039,3768,3757,3712,3777,3578,2813,NA
MA350-0238,2022-04-12T13:01:01Z,26328,12,1,1.1,1.4,0,2022-04-12,1:01:01 PM,0,0,0,0,60,64,100,-25733,-107,-1900,3,100,100.01,55.55,44.46,35.39,15.9,5.65,76128,35.88,DUALSPOT-UV-BLUE-GREEN-RED-IR,728401,617898,934047,25.158052,20.58295,0.013432,755817,784947,836635,19.911782,16.408613,0.017473,763992,807521,856313,17.391898,14.259703,0.021203,782229,815943,909228,14.300229,11.607366,0.021858,666025,767470,942020,10.371754,8.233534,0.026868,3881,4242,5863,3933,4303,6032,3867,4274,6126,4043,4389,5881,3993,4311,5535,NA
MA350-0238,2022-04-12T13:02:01Z,26329,12,1,1.1,1.4,0,2022-04-12,1:02:01 PM,0,0,0,0,60,64,100,-25740,-110,-1905,3,100,100.3,54.84,45.46,35.38,15.9,5.61,76132,35.88,DUALSPOT-UV-BLUE-GREEN-RED-IR,721719,612354,926511,25.267666,20.674476,0.001545,754849,784057,836331,20.00008,16.484125,0.007649,763284,806881,856221,17.472428,14.327798,0.005765,780438,814130,907727,14.36519,11.663691,0.013701,665428,766865,941651,10.420918,8.273855,-0.005167,5869,5913,6108,5968,6157,7045,6095,6218,6778,5942,6215,7398,6261,6195,5941,NA
MA350-0238,2022-04-12T13:03:01Z,26330,12,1,1.1,1.4,0,2022-04-12,1:03:01 PM,0,0,0,0,60,64,100,-25751,-118,-1892,3,100,99.68,55.02,44.66,35.37,15.9,5.6,76132,35.88,DUALSPOT-UV-BLUE-GREEN-RED-IR,721231,612066,926978,25.378516,20.770092,0.010098,753659,782907,835794,20.092226,16.563293,0.012418,764018,807735,857780,17.554204,14.398355,0.014762,781570,815400,909712,14.43458,11.721909,0.010488,666217,767878,943290,10.470612,8.315449,0.012523,5917,6287,7955,6208,6570,8271,6169,6557,8328,6326,6538,7455,6308,6504,7260,NA
MA350-0238,2022-04-12T13:04:01Z,26331,12,1,1.1,1.4,0,2022-04-12,1:04:01 PM,0,0,0,0,60,64,100,-25778,-81,-1900,3,100,100.21,55.13,45.08,35.35,15.9,5.58,76132,35.88,DUALSPOT-UV-BLUE-GREEN-RED-IR,725284,615567,933311,25.50552,20.879318,0.008723,752465,781794,835326,20.197478,16.653173,0.010014,762087,805784,856358,17.64653,14.477705,0.012573,780221,814079,908802,14.513192,11.787919,0.008676,665163,766714,942310,10.527554,8.362629,0.005825,6765,7116,8701,7075,7390,8869,6951,7307,8933,7152,7346,8182,7213,7310,7685,NA
MA350-0238,2022-04-12T13:05:01Z,26332,12,1,1.1,1.4,0,2022-04-12,1:05:01 PM,0,0,0,0,60,64,100,-25740,-100,-1892,3,100,100.27,55.24,45.03,35.33,15.9,5.56,76136,35.88,DUALSPOT-UV-BLUE-GREEN-RED-IR,724337,614877,933061,25.607222,20.96643,0.008547,751423,780753,834822,20.27889,16.726563,0.018575,761505,805268,856334,17.719882,14.541954,0.016566,778890,812750,907804,14.5755,11.842388,0.019114,664419,765914,941707,10.573853,8.401915,0.015714,5406,5681,6921,5462,6041,8764,5512,5923,7802,5658,6068,7843,5854,6093,7020,NA
MA350-0238,2022-04-12T13:06:01Z,26333,12,1,1.1,1.4,0,2022-04-12,1:06:01 PM,0,0,0,0,60,64,100,-25743,-89,-1875,3,100,99.98,54.99,45,35.3,15.8,5.51,76140,35.81,DUALSPOT-UV-BLUE-GREEN-RED-IR,723825,614473,933170,25.69083,21.04037,0.012,750955,780354,834872,20.348018,16.786858,0.013431,760421,804164,855645,17.781188,14.596047,0.017096,777454,811295,906567,14.626281,11.88675,0.018119,663644,765037,940888,10.609619,8.432461,0.016526,4465,4825,6455,4659,4966,6412,4628,4990,6649,4632,4945,6303,4543,4741,5509,NA
MA350-0238,2022-04-12T13:07:01Z,26334,12,1,1.1,1.4,0,2022-04-12,1:07:01 PM,0,0,0,0,60,64,100,-25765,-84,-1871,3,100,99.78,54.91,44.87,35.3,15.8,5.51,76140,35.81,DUALSPOT-UV-BLUE-GREEN-RED-IR,722991,613862,932906,25.778296,21.114868,0.007366,749932,779357,834305,20.417844,16.845706,0.007466,760582,804432,856354,17.84426,14.648011,0.002484,777958,811892,907638,14.678366,11.928893,-0.003741,663999,765511,941795,10.646729,8.463503,0.009754,4677,4876,5774,4713,4861,5561,4768,4807,4989,4758,4711,4510,4720,4832,5267,NA
MA350-0238,2022-04-12T13:08:01Z,26335,12,1,1.1,1.4,0,2022-04-12,1:08:01 PM,0,0,0,0,60,64,100,-25744,-107,-1892,3,100,99.98,54.84,45.15,35.3,15.8,5.5,76140,35.81,DUALSPOT-UV-BLUE-GREEN-RED-IR,720916,612147,930805,25.847812,21.173538,0.004725,749010,778460,833769,20.473798,16.89554,0.015575,763480,807518,860009,17.893584,14.692132,0.018221,776825,810766,906687,14.720388,11.965946,0.018695,663023,764430,940647,10.676266,8.486883,-0.021651,3722,3816,4240,3782,4091,5552,3733,4056,5540,3844,4117,5303,3762,3617,3055,NA
MA350-0238,2022-04-12T13:09:01Z,26336,12,1,1.1,1.4,0,2022-04-12,1:09:01 PM,0,0,0,0,60,64,100,-25742,-82,-1892,3,100,100.12,55.04,45.08,35.28,15.8,5.48,76140,35.81,DUALSPOT-UV-BLUE-GREEN-RED-IR,720677,612036,931233,25.920728,21.235168,0.0058,755040,784818,840977,20.531402,16.94362,0.004796,758582,802426,854901,17.943684,14.732893,-0.002142,775401,809321,905394,14.762125,11.999481,-0.007641,662700,764127,940459,10.706779,8.510296,-0.041563,3890,4014,4578,3879,3953,4302,3778,3753,3638,3803,3731,3418,3872,3627,2679,NA
MA350-0238,2022-04-12T13:10:01Z,26337,12,1,1.1,1.4,0,2022-04-12,1:10:01 PM,0,0,0,0,60,64,100,-25750,-96,-1882,3,100,100.22,54.98,45.24,35.27,15.8,5.47,76140,35.81,DUALSPOT-UV-BLUE-GREEN-RED-IR,720479,611912,931692,25.999982,21.30468,0.010287,748168,777737,833807,20.591022,16.993718,0.005263,763276,807485,860702,17.99507,14.776873,0.010194,774305,808286,904553,14.805689,12.036134,0.007261,666811,768862,946566,10.73798,8.536051,0.001442,4233,4512,5778,4019,4104,4507,3879,4035,4751,3974,4064,4453,3963,3976,4025,NA
MA350-0238,2022-04-12T13:11:01Z,26338,12,1,1.1,1.4,0,2022-04-12,1:11:01 PM,0,0,0,0,60,64,100,-25782,-85,-1932,3,100,100.06,55.25,44.81,35.25,15.8,5.42,76136,35.75,DUALSPOT-UV-BLUE-GREEN-RED-IR,718844,610563,930279,26.070926,21.366878,0.011882,752407,782167,838987,20.646834,17.043368,0.017286,762247,806411,859954,18.045072,14.819983,0.014443,773379,807316,903844,14.847031,12.071985,0.018204,661587,762857,939431,10.767563,8.561823,0.024679,3771,4076,5463,3744,4107,5822,3757,3993,5081,3753,4013,5143,3739,4017,5093,NA
MA350-0238,2022-04-12T13:12:01Z,26339,12,1,1.1,1.4,0,2022-04-12,1:12:01 PM,0,0,0,0,60,64,100,-25742,-110,-1910,3,100,99.95,54.91,45.03,35.24,15.8,5.45,76140,35.75,DUALSPOT-UV-BLUE-GREEN-RED-IR,717407,609442,929507,26.188402,21.47194,0.01277,752105,781937,839421,20.73729,17.124314,0.016565,760514,804672,858686,18.126226,14.891615,0.016523,773747,807822,904913,14.914297,12.132019,0.021533,661524,762865,939870,10.815651,8.606884,0.038017,6282,6851,9439,6105,6662,9300,6134,6602,8757,6145,6687,9052,6116,6989,10388,NA
MA350-0238,2022-04-12T13:13:01Z,26340,12,1,1.1,1.4,0,2022-04-12,1:13:01 PM,0,0,0,0,60,64,100,-25748,-81,-1881,3,100,99.88,55.03,44.85,35.22,15.8,5.43,76140,35.75,DUALSPOT-UV-BLUE-GREEN-RED-IR,715967,608333,928806,26.308618,21.574982,0.008479,751227,781136,839331,20.83788,17.211138,0.012153,759208,803391,858047,18.214278,14.969294,0.017363,771575,805624,903080,14.990471,12.197311,0.014482,665249,767207,945702,10.871914,8.654379,0.01371,6415,6747,8257,6775,7175,9073,6642,7189,9714,6943,7302,8869,7141,7396,8392,NA
MA350-0238,2022-04-12T13:14:01Z,26341,12,1,1.1,1.4,0,2022-04-12,1:14:01 PM,0,0,0,0,60,64,100,-25753,-85,-1921,3,100,99.98,55.11,44.87,35.21,15.8,5.42,76140,35.69,DUALSPOT-UV-BLUE-GREEN-RED-IR,715361,607950,929443,26.463946,21.709546,0.009915,750417,780429,839521,20.970796,17.326,0.012428,757945,802159,857603,18.33404,15.072251,0.013013,770565,804655,902794,15.09315,12.284791,0.013197,664358,766291,945145,10.946548,8.717625,0.015211,8277,8806,11222,8940,9488,12092,9021,9524,11848,9347,9779,11671,9460,9844,11349,NA
MA350-0238,2022-04-12T13:15:01Z,26342,12,1,1.1,1.4,0,2022-04-12,1:15:01 PM,0,0,0,0,60,64,100,-25758,-124,-1906,3,100,100.04,55.11,44.93,35.19,15.8,5.4,76140,35.69,DUALSPOT-UV-BLUE-GREEN-RED-IR,714812,607582,929670,26.568288,21.796146,0.003412,748850,778927,838479,21.056314,17.397268,0.005352,759009,803400,859464,18.411394,15.136259,0.004184,770315,804512,903085,15.15835,12.338797,0.005187,664996,767098,946471,10.995766,8.755682,-0.030888,5560,5660,6115,5752,5879,6482,5827,5913,6313,5935,6029,6441,6238,5916,4656,NA
MA350-0238,2022-04-12T13:16:01Z,26343,12,1,1.1,1.4,0,2022-04-12,1:16:01 PM,0,0,0,0,60,64,100,-25767,-82,-1885,3,100,100.19,55.23,44.96,35.18,15.8,5.4,76140,35.69,DUALSPOT-UV-BLUE-GREEN-RED-IR,712982,606065,928020,26.648764,21.867954,0.0131,747711,777789,837748,21.123832,17.458136,0.01811,756159,800441,856715,18.46995,15.188824,0.019848,769768,803949,902885,15.208853,12.38291,0.018563,664084,766103,945554,11.032013,8.787531,0.025458,4279,4690,6574,4531,5018,7338,4401,4853,6948,4587,4922,6391,4584,4948,6374,NA
MA350-0238,2022-04-12T13:17:01Z,26344,12,1,1.1,1.4,0,2022-04-12,1:17:01 PM,0,0,0,0,60,64,100,-25729,-100,-1907,3,100,99.89,55.02,44.88,35.18,15.8,5.4,76140,35.69,DUALSPOT-UV-BLUE-GREEN-RED-IR,711035,604513,926394,26.74507,21.950928,0.008926,745875,775954,836345,21.201488,17.525924,0.013593,754496,798753,855445,18.540352,15.249243,0.012237,774036,808473,908392,15.267958,12.434369,0.017439,662362,764115,943465,11.074833,8.824614,0.021025,5140,5429,6753,5232,5599,7350,5312,5588,6870,5389,5752,7344,5436,5771,7086,NA
MA350-0238,2022-04-12T13:18:01Z,26345,12,1,1.1,1.4,0,2022-04-12,1:18:01 PM,0,0,0,0,60,64,100,-25737,-125,-1885,3,100,100.19,54.7,45.49,35.15,15.8,5.41,76136,35.69,DUALSPOT-UV-BLUE-GREEN-RED-IR,711840,605288,928253,26.837576,22.026272,-0.004825,746675,776910,837893,21.278104,17.58899,-0.002927,755029,799419,856635,18.608384,15.30464,-0.007121,774287,808886,909265,15.326118,12.480011,-0.028383,662893,764859,944671,11.121178,8.859753,-0.068895,4966,4864,4397,5191,5139,4887,5162,5055,4558,5333,5033,3716,5917,5395,3350,NA
